source,date,channel,product,text,language,clean_text,topic,sentiment,annotator,confidence
CRM Tool,02/11/2025 00:00,Service Email,Mobile,assist to rest my security question at app phone id idnumber ac accountnumber,unknown,assist to rest my security question at app phone id idnumber ac accountnumber,,,,
CRM Tool,11/11/2025 00:00,Service Web,Motor Vehicle,support on premium refund for,unknown,support on premium refund for,,,,
CRM Tool,17/11/2025 00:00,Service Email,PWE/BILLER Transactions,has the issue been resolved at am email wrote morning i recently opened an bank account but when naming the paybill they named it glowell africanbsp instead of the and that i had preferred or even the of the business itself which is paramount it possible to have it changed to kk intimates and scents,english,has the issue been resolved at am email wrote morning i recently opened an bank account but when naming the paybill they named it glowell africa instead of the and that i had preferred or even the of the business itself which is paramount it possible to have it changed to kk intimates and scents,,,,
CRM Tool,27/11/2025 00:00,Service Email,Personal/Salary Loans,evening kindly requesting for your current check off loan schedule,english,evening kindly requesting for your current check off loan schedule,,,,
CRM Tool,08/11/2025 00:00,Service Email,Mobile,you for your helpbut i would like to know if you can work on me now now because have taken long to reply because im very busy but hope u can still help if i send the documents when have filled innbsp,english,you for your helpbut i would like to know if you can work on me now because have taken long to reply because im very busy but hope u can still help if i send the documents when have filled in,,,,
CRM Tool,20/11/2025 00:00,Service Email,Card Transaction Disputes,i hope this message finds you well i appreciate your prompt response and for looking into my case regarding the recent refund upon checking the status it indicates that the matter has been resolved but i have yet to see the funds reflected in my account nameat the bottom is the file for your reference about the status it shows yet the amount still doesnt reflect in my account matter is particularly urgent as i need to use the amount tomorrow i had not reached out earlier because i anticipated that the issue would have been resolved by now let me know when i can expect the amount to be credited to my account the urgency i kindly request your assistance in expediting the process so that the funds can be received as soon as possible you for your understanding and prompt attention to this matter i appreciate your support and responsibility in ensuring the timely resolution of this issue as i look forward to receiving the allocatednbspamount the earliest possible regards,english,i hope this message finds you well i appreciate your prompt response and for looking into my case regarding the recent refund upon checking the status it indicates that the matter has been resolved but i have yet to see the funds reflected in my account nameat the bottom is the file for your reference about the status it shows yet the amount still doesnt reflect in my account matter is particularly urgent as i need to use the amount tomorrow i had not reached out earlier because i anticipated that the issue would have been resolved by now let me know when i can expect the amount to be credited to my account the urgency i kindly request your assistance in expediting the process so that the funds can be received as soon as possible you for your understanding and prompt attention to this matter i appreciate your support and responsibility in ensuring the timely resolution of this issue as i look forward to receiving the allocated the earliest possible regards,,,,
CRM Tool,19/11/2025 00:00,Service Email,Mobile,nbspi am facing difficulties in using my mobile app,unknown,am facing difficulties in using my mobile app,,,,
CRM Tool,06/11/2025 00:00,Service Web,MPESA Transactions,accountnumber eqxdffdff mpesa tkheev on at send to the correct personnbsp number namenbsp phone,english,accountnumber eqxdffdff mpesa tkheev on at send to the correct person number name phone,,,,
CRM Tool,02/12/2025 00:00,Service Web,Mobile,kindly deactivate profile for company accountnumber cif accountnumber also deactivate profile for accountnumber ibrahim ali bare and accountnumber hussein omar sheikh,english,kindly deactivate profile for company accountnumber cif accountnumber also deactivate profile for accountnumber ibrahim ali bare and accountnumber hussein omar sheikh,,,,
CRM Tool,01/11/2025 00:00,Service Web,Motor Vehicle,find attached synopsis report and valuation report as requested for your support,english,find attached synopsis report and valuation report as requested for your support,,,,
CRM Tool,13/11/2025 00:00,Service Email,Mobile,i recently changed my phone and since then i have been unable to access the on my new device time i try to log in it either fails to open or does not recognize my credentials you please assist me in restoring access to my account any verification or additional information is required i am happy to provide it,english,i recently changed my phone and since then i have been unable to access the on my new device time i try to log in it either fails to open or does not recognize my credentials you please assist me in restoring access to my account any verification or additional information is required i am happy to provide it,,,,
CRM Tool,04/11/2025 00:00,Service Email,Card Authorization and Risk,team assist by voiding the below preauthorization receipt regards nbspfront office associate jw marriottnbsp hotel nairobi nbspname email nbspjwmarriottcom,english,team assist by voiding the below preauthorization receipt regards office associate jw marriott hotel nairobi email,,,,
CRM Tool,20/11/2025 00:00,Service Email,Mobile,nbspname trying to login to my account but all in vain,english,trying to login to my account but all in vain,,,,
CRM Tool,26/11/2025 00:00,Service Email,Mobile,nbspi cant be able to log in my account using the appnbsp i forgot the security questionnbsp,english,cant be able to log in my account using the app i forgot the security question,,,,
Google Store,27/01/2026 00:00,google store reviews,ios mobile banking app,useless good app overall but poor management even simple task like resetting pin cant access just changed the bank because i was given documents to fillthen after proceeding to the official she told me to get a ticket after waiting two good hours bye guysyou assume that we have other options such as kcb and others very terrifing and if i lie call me a donkey,english,useless good app overall but poor management even simple task like resetting pin cant access just changed the bank because i was given documents to fillthen after proceeding to the official she told me to get a ticket after waiting two good hours bye guysyou assume that we have other options such as kcb and others very terrifing and if i lie call me a donkey,,,,
CRM Tool,12/11/2025 00:00,Service Email,Card Authorization and Risk,afternoon i need helpmy bank card blockednbsp,english,afternoon i need helpmy bank card blocked,,,,
CRM Tool,20/11/2025 00:00,Service Email,Mobile,nbspname i forgot my password kindly help,unknown,i forgot my password kindly help,,,,
CRM Tool,13/11/2025 00:00,Service Web,Card Quality,namenbspfci ac namenbspaccountnumber namenbspnbsp required namenbspname tnbsp phone dl phone ext cell phone wnbspname nbspnbspnbspnbspnbspnbsp,unknown,name ac name name required name t phone dl phone ext cell phone w,,,,
CRM Tool,07/11/2025 00:00,Service Email,M-Banking Fraud,nbspname can you confirm for me if this number is from your office cause it made a call to me inquiring about my accountnbsp respond promptly and thank you,english,can you confirm for me if this number is from your office cause it made a call to me inquiring about my account respond promptly and thank you,,,,
CRM Tool,02/11/2025 00:00,Service Email,Mobile,nbspi forgot my app password please help me resolve itnbsp,unknown,forgot my app password please help me resolve it,,,,
CRM Tool,04/12/2025 00:00,Service Email,Mobile,nbspname i need help logging in to my bank account i forgot the security answers,english,i need help logging in to my bank account i forgot the security answers,,,,
CRM Tool,03/11/2025 00:00,Service Email,Mobile,trying to log in but is not going through pm email wrote,english,trying to log in but is not going through pm email wrote,,,,
CRM Tool,08/11/2025 00:00,Service Email,Card Authorization and Risk,namenbsp i was not able to pick your call kindly reach out againnbsp email k tnbsp nbspdl nbspnbsp wnbspname nbspnbspnbspnbspnbspnbsp email email n email authority to use my smart card out of the country namenbsp to my email dated th in regards to the above subject the usage of the smart card to message email at pm authority to use my smart card out of the country email disclaimer email message and any files transmitted with it is intended solely for the individual or entity to whom it is addressed and may contain confidential andor legally privileged information which confidentiality andor privilege is not lost or waived by reason of mistaken transmission you have received this message by error you are not authorized to view disseminate distribute or copy the message without the written consent of and are requested to contact the sender by telephone or email and destroy the original takes all reasonable precautions to ensure that this message and any file transmitted with it is virus free accepts no liability for any damage that may be caused by any virus transmitted by this email,english,name i was not able to pick your call kindly reach out again email k t w email n email authority to use my smart card out of the country name to my email dated th in regards to the above subject the usage of the smart card to message email at pm authority to use my smart card out of the country email disclaimer email message and any files transmitted with it is intended solely for the individual or entity to whom it is addressed and may contain confidential andor legally privileged information which confidentiality andor privilege is not lost or waived by reason of mistaken transmission you have received this message by error you are not authorized to view disseminate distribute or copy the message without the written consent of and are requested to contact the sender by telephone or email and destroy the original takes all reasonable precautions to ensure that this message and any file transmitted with it is virus free accepts no liability for any damage that may be caused by any virus transmitted by this email,,,,
CRM Tool,18/11/2025 00:00,Service Web,Motor Vehicle,issue cover nov accountnumber ban t m c nov hk hk,unknown,issue cover nov accountnumber ban t m c nov hk,,,,
CRM Tool,23/11/2025 00:00,Service Email,Salaries,morningnbspname salary has been send but send but not reflecting on my account can you please let me know if there is any issues with my account as soon as possiblenbsp get back to me at your earliest convenience via my numberaccountnumber younbsp namenbspname email nameaccountnumber id namenjigwa namenbspnbspnamenbspnamenbspname namenbspnamenbspnbspanbspnamenbspname email may contain information that is confidential or otherwise protected by law you are not the intended recipient note that any unauthorized disclosure copying distribution use of or reliance on this information is prohibited you have received this email in error please notify me immediately by reply email and delete the email and any attachments from your systems,english,morning salary has been send but send but not reflecting on my account can you please let me know if there is any issues with my account as soon as possible get back to me at your earliest convenience via my numberaccountnumber you name email nameaccountnumber id namenjigwa name name email may contain information that is confidential or otherwise protected by law you are not the intended recipient note that any unauthorized disclosure copying distribution use of or reliance on this information is prohibited you have received this email in error please notify me immediately by reply email and delete the email and any attachments from your systems,,,,
CRM Tool,17/11/2025 00:00,Service Email,SWIFT,namename i plan to open an account at to receive my pension from namename you please confirm correct swiftbic code for incoming international transfers the branch uses the swift code eqblkenaxxx an intermediary bank is needed for transfers from information i need to give to my pension in to receive my pension correctly in a namenbsp the format charactersnbsp namenbsp code number idnumber etcnbspnbsp you very much regards in from accountnumbernbsp,english,namename i plan to open an account at to receive my pension from namename you please confirm correct swiftbic code for incoming international transfers the branch uses the swift code eqblkenaxxx an intermediary bank is needed for transfers from information i need to give to my pension in to receive my pension correctly in a name the format characters name code number idnumber etc you very much regards in from accountnumber,,,,
CRM Tool,03/11/2025 00:00,Service Web,Motor Vehicle,issue onemonth cover as we wait for ipf,unknown,issue onemonth cover as we wait for ipf,,,,
CRM Tool,28/11/2025 00:00,Service Web,Card Authorization and Risk,kindly stop card for deseased accountnumber,unknown,kindly stop card for deseased accountnumber,,,,
CRM Tool,25/11/2025 00:00,Service Web,Life,assist i am unable to pull an authorised risk note,unknown,assist i am unable to pull an authorised risk note,,,,
CRM Tool,02/12/2025 00:00,Service Web,Motor Vehicle,namenbsp signed form namenbsp nbspname branch namenbsp ext cell phonenbspnbsp wnbspname nbspname nbspnbspnbspnbspnbspnbsp w email pm email email email email email email one month cover for kdr p request the client to sign the attached known declaration due to the gap in cover mburu marybritam namenbsp email namenbsp via email pm email email email email email email fwd one month cover for kdr p email place cover one month cover for kdr p am pm fred juma am good morning kindly asisst with one month cover for kdr p,english,name signed form name branch name ext cell phone w w email pm email one month cover for kdr p request the client to sign the attached known declaration due to the gap in cover mburu marybritam name email name via email pm email fwd one month cover for kdr p email place cover one month cover for kdr p am pm fred juma am good morning kindly asisst with one month cover for kdr p,,,,
CRM Tool,28/11/2025 00:00,Service Email,Card Transaction Disputes,you for your assistance i hope my cash will be refunded soon,unknown,you for your assistance i hope my cash will be refunded soon,,,,
CRM Tool,13/11/2025 00:00,Service Web,Motor Vehicle,issue an annual cover for the abovementioned client as per the attached,english,issue an annual cover for the abovementioned client as per the attached,,,,
CRM Tool,06/11/2025 00:00,Service Web,Motor Vehicle,note i have attached logbook,unknown,note i have attached logbook,,,,
CRM Tool,03/12/2025 00:00,Service Web,Motor Vehicle,fo kdh y,unknown,fo kdh y,,,,
CRM Tool,06/12/2025 00:00,Service Web,Motor Vehicle,allocate the whole amount in the tl,english,allocate the whole amount in the tl,,,,
CRM Tool,14/11/2025 00:00,Service Web,Card Authorization and Risk,team this finds you well assist to open our clients card as follows pidnumber card number idnumber fornbsp allow completion of an online payment of kes to rmname centrebranch dl ext email,unknown,team this finds you well assist to open our clients card as follows pidnumber card number idnumber for allow completion of an online payment of kes to rmname centrebranch dl ext email,,,,
CRM Tool,21/11/2025 00:00,Service Email,Wave,have shared the proof of delivery to the customer the customer still insisted that the recipient did not receive the funds have sent the account statement as attached for your reference are requesting your assistance for a further investigation on this matter the transaction failed please confirm if the funds were returned to our ledger so we can refund the sender id id swacfabaab zepz created to accountnumber amount usd amount tzs prompt response is highly appreciated you nbspnbsp sendwave ma usa cannot unsubscribe from these kinds of emails as it contains important informations about your account we must send you,english,have shared the proof of delivery to the customer the customer still insisted that the recipient did not receive the funds have sent the account statement as attached for your reference are requesting your assistance for a further investigation on this matter the transaction failed please confirm if the funds were returned to our ledger so we can refund the sender id swacfabaab zepz created to accountnumber amount usd amount tzs prompt response is highly appreciated you sendwave ma usa cannot unsubscribe from these kinds of emails as it contains important informations about your account we must send you,,,,
CRM Tool,05/11/2025 00:00,Service Email,Salaries,you for reaching out i have received the salary this morningnbsp,english,you for reaching out i have received the salary this morning,,,,
CRM Tool,19/11/2025 00:00,Service Email,Merchant Payments and Settlements,reverse the below was not utilized naivas supermarket ltd accountnumber naivas kamakis till xxxxx visa kes accountnumber idnumber posc pos pbt c bank kenpipe bankid bankaccount bank naivas supermarket ltd po t nbspf c e email w tw fb disclaimer content of this email is confidential and intended for the recipient specified in the message only is strictly forbidden to share any part of this message with any third party without written consent of the sender copying distributing or taking any action in reliance on the contents of this information to entities other than the intended recipient is prohibited you receive this message by mistake please notify the sender cannot guarantee that email communications are secure or errorfree as information could be intercepted corrupted amended lost destroyed arrive late or incomplete or contain viruses namere receiving this message because youre a member of the group from naivascoke take part in this conversation reply all to this message namenbspgroupnbspfilesnbspnbspnbspnbspnbspnbspnamenbspgroupnbspnbspnbspnbspnbspnbspname more about,english,reverse the below was not utilized naivas supermarket ltd accountnumber naivas kamakis till xxxxx visa kes accountnumber idnumber posc pos pbt c bank kenpipe bankid bankaccount bank naivas supermarket ltd po t c e email w tw fb disclaimer content of this email is confidential and intended for the recipient specified in the message only is strictly forbidden to share any part of this message with any third party without written consent of the sender copying distributing or taking any action in reliance on the contents of this information to entities other than the intended recipient is prohibited you receive this message by mistake please notify the sender cannot guarantee that email communications are secure or errorfree as information could be intercepted corrupted amended lost destroyed arrive late or incomplete or contain viruses namere receiving this message because youre a member of the group from naivascoke take part in this conversation reply all to this message name more about,,,,
CRM Tool,05/12/2025 00:00,Service Email,Mobile,my app for forgotten passwordnbsp pm email wrote recently requested to reset your password you receive an expired session message please copy and paste the entire link into your browser a profile has automatically been created for you on our customer support portal username is email a password through the link below and log in to access and track your support request my password note that this password resetnbsplink will expire hours from the time it was sent,english,my app for forgotten password pm email wrote recently requested to reset your password you receive an expired session message please copy and paste the entire link into your browser a profile has automatically been created for you on our customer support portal username is email a password through the link below and log in to access and track your support request my password note that this password reset will expire hours from the time it was sent,,,,
CRM Tool,17/11/2025 00:00,Service Email,Debt Recovery Unit (DRU),id numbernbsp idnumber from for,unknown,id number idnumber from for,,,,
CRM Tool,03/12/2025 00:00,Service Email,Mobile,idnumber email wrote i how do i put password on app for the first time email wrote,english,idnumber email wrote i how do i put password on app for the first time email wrote,,,,
CRM Tool,24/11/2025 00:00,Service Email,Mobile,nbspname while using app,unknown,while using app,,,,
CRM Tool,22/11/2025 00:00,Service Email,Mobile,sent me a new password yesterday but it says cant complete request at this timenbsp,unknown,sent me a new password yesterday but it says cant complete request at this time,,,,
CRM Tool,08/11/2025 00:00,Service Email,Mobile,nbspname me with to unlock my passwordnbsp,unknown,me with to unlock my password,,,,
CRM Tool,24/11/2025 00:00,Service Email,Mobile,i hope this email finds you well i have forgotten the password to my onlinenbspbanking app and also cannot seem to remember the answers to the security questions suchnbspa case how can i be assisted to be able to log in namee email selfname is,english,i hope this email finds you well i have forgotten the password to my online app and also cannot seem to remember the answers to the security questions such case how can i be assisted to be able to log in namee email selfname is,,,,
CRM Tool,04/12/2025 00:00,Service Email,One Month Loan,good morning i hope this email finds you well i am inquiring the reason as to why my mobile loan limit is still ksh despite the fact that i have been consistent customer for almost a yearnbspnow may i know the reason i to why i dont qualify to get mobile loan upto now yet i have been depositing money into my account for long check my account statement accountnumbernbsp for your referencethanks,english,good morning i hope this email finds you well i am inquiring the reason as to why my mobile loan limit is still ksh despite the fact that i have been consistent customer for almost a year may i know the reason i to why i dont qualify to get mobile loan upto now yet i have been depositing money into my account for long check my account statement accountnumber for your referencethanks,,,,
CRM Tool,10/11/2025 00:00,Service Email,Mobile,i try oppen the app but seem to have forgotten the email passwardkindly help create a passward,english,i try oppen the app but seem to have forgotten the email passwardkindly help create a passward,,,,
CRM Tool,06/11/2025 00:00,Service Web,Card Authorization and Risk,restricted website authorisation for emmanuel kazungu accountnumber card number,unknown,restricted website authorisation for emmanuel kazungu accountnumber card number,,,,
CRM Tool,06/11/2025 00:00,Service Email,Mobile,nbspname help me know whats wrong with my mobile app,unknown,help me know whats wrong with my mobile app,,,,
CRM Tool,21/11/2025 00:00,Service Web,Agent Creation & Support Kenya,below agent is unable to do deposits using equitel sim card generated is na after following deposit steps phone communicationaccountnumber,sheng,below agent is unable to do deposits using equitel sim card generated is na after following deposit steps phone communicationaccountnumber,,,,
CRM Tool,04/12/2025 00:00,Service Email,Personal/Salary Loans,i am following up on the repayment arrangement i discussed earlier with your officer where we agreed i will pay my arrears in the stated timeline i have since received another call from a different officer giving conflicting instructions and threatening repossession without prior written notice inconsistency is causing confusion i kindly request written confirmation of the agreed repayment plan so i can continue paying as discussed i am committed to clearing the arrears and i request that any further communication be consistent and documented you wanjanbsp,english,i am following up on the repayment arrangement i discussed earlier with your officer where we agreed i will pay my arrears in the stated timeline i have since received another call from a different officer giving conflicting instructions and threatening repossession without prior written notice inconsistency is causing confusion i kindly request written confirmation of the agreed repayment plan so i can continue paying as discussed i am committed to clearing the arrears and i request that any further communication be consistent and documented you wanja,,,,
CRM Tool,04/11/2025 00:00,Service Web,Card Production,assist to print this card are not able to print it number accountnumber account uwizeyimana joseph,english,assist to print this card are not able to print it number accountnumber account uwizeyimana joseph,,,,
CRM Tool,17/11/2025 00:00,Service Email,Mobile,still experiencing this problem with the app and i cant access the account yet i need some moneynbsp,english,still experiencing this problem with the app and i cant access the account yet i need some money,,,,
CRM Tool,27/11/2025 00:00,Service Email,Mobile,i have forgoten my nbspmobile app password and ansswers to the security questions kindly assist,english,i have forgoten my app password and ansswers to the security questions kindly assist,,,,
CRM Tool,03/12/2025 00:00,Service Web,Card Authorization and Risk,amend atm limit for card to,unknown,amend atm limit for card to,,,,
CRM Tool,06/11/2025 00:00,Service Email,Merchant Payments and Settlements,tnbsp nbspdl nbspnbsp wnbspname nbspnbspnbspnbspnbspnbsp ken email email email n email ken email eft overcharge afternoon share an update on the below request yanocoordinator ho maf llcpobox email nbspnbspnbspnbspnbspnbspnbsp majidalfuttaimcomnbsp by namenbspnbsp nbspnbspnbsp email am ken email eft overcharge nbspnamename email originated from outside the organization do not click links or open attachments unless you recognize the sender and know the content is safe disclaimer email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed you have received this email in error please immediately deletedestroy it and all its copies and notify us by return email to the sender note that any views or opinions presented in this email are solely those of the sender and do not necessarily represent those of llc or any of its subsidiaries andor affiliates provided that the sender is duly authorized to act on behalf of llc or any of its subsidiaries andor affiliates with regard to this subject matter outgoing emails from llc are checked using regularly updated virus scanning software but you should take whatever measures you deem appropriate to ensure that this message and any attachment are virus free,english,t w ken email n email ken email eft overcharge afternoon share an update on the below request yanocoordinator ho maf llcpobox email majidalfuttaimcom by name email am ken email eft overcharge email originated from outside the organization do not click links or open attachments unless you recognize the sender and know the content is safe disclaimer email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed you have received this email in error please immediately deletedestroy it and all its copies and notify us by return email to the sender note that any views or opinions presented in this email are solely those of the sender and do not necessarily represent those of llc or any of its subsidiaries andor affiliates provided that the sender is duly authorized to act on behalf of llc or any of its subsidiaries andor affiliates with regard to this subject matter outgoing emails from llc are checked using regularly updated virus scanning software but you should take whatever measures you deem appropriate to ensure that this message and any attachment are virus free,,,,
CRM Tool,28/11/2025 00:00,Service Email,Mobile,nbspname pls help ive tried loging into my mobile app but inbsp seem to have forgot the answers to my security questions,english,pls help ive tried loging into my mobile app but i seem to have forgot the answers to my security questions,,,,
CRM Tool,26/11/2025 00:00,Service Email,Mobile,nbspname assist me recover my app passwordnbsp,unknown,assist me recover my app password,,,,
CRM Tool,28/11/2025 00:00,Service Web,Card Production,assist with renewal of card visa gold kes for accountnumber attached sb not able to do it at branch,unknown,assist with renewal of card visa gold kes for accountnumber attached sb not able to do it at branch,,,,
CRM Tool,24/11/2025 00:00,Service Web,Motor Vehicle,as attached and ensure valuation is done before the next extension namenbsp namenbsp upperhill by email email issue cover month insurance cover pm pm tabitha wacu ithandi pm issue a one month cover,english,as attached and ensure valuation is done before the next extension name name upperhill by email issue cover month insurance cover pm tabitha wacu ithandi pm issue a one month cover,,,,
CRM Tool,03/12/2025 00:00,Service Email,Remitly,team find attached namenbsp gpc and email pm w email n email m email a email email email g email email email email r email k email c email email email namename email email namename email email w email email k email email g email email email anthony k nderitu email email b email email g email email g email email rwname email w email email email email email email email email email email ug email email m email rwname email o email email w email email email m email g email rwname email tz reconciliation email n email d email email tzcardcenter email email n email email financereporting email email d email email w email email email email email email namename email email email email email email email team find attached namenbsp gpc and email pm w email n email m email a email email email g email email email email r email k email c email email email namename email email namename email email w email email k email email g email email email anthony k nderitu email email b email email g email email g email email rwname email w email email email email email email email email email email ug email email m email rwname email o email email w email email email m email g email rwname email tz reconciliation email n email d email email tzcardcenter email email n email email financereporting email email d email email w email email email email email email namename email email email email email email team find attached namenbsp gpc and email pm w email n email m email a email email email g email email email email r email k email c email email email namename email email namename email email w email email k email email g email email email anthony k nderitu email namename,english,team find attached name gpc and email pm w email n email m email a email g email r email k email c email namename email namename email w email k email g email anthony k nderitu email b email g email g email rwname email w email ug email m email rwname email o email w email m email g email rwname email tz reconciliation email n email d email tzcardcenter email n email financereporting email d email w email namename email team find attached name gpc and email pm w email n email m email a email g email r email k email c email namename email namename email w email k email g email anthony k nderitu email b email g email g email rwname email w email ug email m email rwname email o email w email m email g email rwname email tz reconciliation email n email d email tzcardcenter email n email financereporting email d email w email namename email team find attached name gpc and email pm w email n email m email a email g email r email k email c email namename email namename email w email k email g email anthony k nderitu email namename,,,,
CRM Tool,20/11/2025 00:00,Service Email,Mobile,morningplease help me login my accountnbsp through my phone i got a newnbsp deviceand the security questions am answering am being told they are wrong help,english,morningplease help me login my account through my phone i got a new deviceand the security questions am answering am being told they are wrong help,,,,
CRM Tool,19/11/2025 00:00,Mobile App,MPESA Transactions,mobile transfers deducted from account but not reflecting in mpesa account,english,mobile transfers deducted from account but not reflecting in mpesa account,,,,
CRM Tool,26/11/2025 00:00,Service Web,Agent Creation & Support South Sudan,accountnumber ssp ac accountnumber usd ac,unknown,accountnumber ssp ac accountnumber usd ac,,,,
CRM Tool,12/11/2025 00:00,Service Email,Debt Recovery Unit (DRU),i have launched a complaint since yet it is notnbspresolved you keep on adding interests yet am not given feedback,english,i have launched a complaint since yet it is not you keep on adding interests yet am not given feedback,,,,
CRM Tool,27/11/2025 00:00,Service Web,Central Custody Unit (CCU),confirm if security is held by bank the following cif accountnumber jawap general con limited of assignment of rental income lr lr namename deedname reports omv fsv mv,english,confirm if security is held by bank the following cif accountnumber jawap general con limited of assignment of rental income lr namename deedname reports omv fsv mv,,,,
CRM Tool,08/11/2025 00:00,Service Email,Mobile,nbspname can i operate with namenbsp app,unknown,can i operate with name app,,,,
CRM Tool,01/11/2025 00:00,Service Web,Mobile,account credentials especially the security questions when i try to log in my app guide me on how i can continue enjoying services using app you,english,account credentials especially the security questions when i try to log in my app guide me on how i can continue enjoying services using app you,,,,
CRM Tool,03/11/2025 00:00,Service Web,Motor Vehicle,acknowledge receipt of the claim notification and confirm that it has been duly registered under reference number note that the claim is currently being handled by our regards email team book the claim claim between kdt c and kmgb s pm pm kithome stellamaris wavinya pm kindly find attached the claim synopsis and logbook copy am the claim synopsis as requested copy of logbook and confirm the garage detailsname also subject your email fullymotor accident claim reportinginsured namereg no kithome stellamaris wavinya pm kindly find attached documents for the claim documentation pm attach the remaining claim documents and share full reporting details kithome stellamaris wavinya pm kindly find attached the claim synopsis more claim documents to follow kithome stellamaris wavinya pm kindly note the above claim more claim documents to follow,english,acknowledge receipt of the claim notification and confirm that it has been duly registered under reference number note that the claim is currently being handled by our regards email team book the claim between kdt c and kmgb s pm kithome stellamaris wavinya pm kindly find attached the claim synopsis and logbook copy am the claim synopsis as requested copy of logbook and confirm the garage detailsname also subject your email fullymotor accident claim reportinginsured namereg no kithome stellamaris wavinya pm kindly find attached documents for the claim documentation pm attach the remaining claim documents and share full reporting details kithome stellamaris wavinya pm kindly find attached the claim synopsis more claim documents to follow kithome stellamaris wavinya pm kindly note the above claim more claim documents to follow,,,,
CRM Tool,02/11/2025 00:00,Service Email,Mobile,nbspname i am trying to recover my account but i seem to have forgotten the answers to the sequrity questions assistnbsp namenbsp namenbsp,english,i am trying to recover my account but i seem to have forgotten the answers to the sequrity questions assist name name,,,,
CRM Tool,04/12/2025 00:00,Service Web,Merchant Creation & Support Kenya,assist with download,unknown,assist with download,,,,
CRM Tool,06/11/2025 00:00,Service Email,Mobile,do i create mobile bankingnbsp,unknown,do i create mobile banking,,,,
CRM Tool,11/11/2025 00:00,Service Email,Personal/Salary Loans,namenbsp email wrote namenbsp email wrote namenbsp email wrote morning kindly riminder to clear my outstanding loan balance and avail stop order and clearance letternbsp email wrote,english,name email wrote name email wrote name email wrote morning kindly riminder to clear my outstanding loan balance and avail stop order and clearance letter email wrote,,,,
CRM Tool,30/11/2025 00:00,Service Email,Mobile,nbspi want to complete signing in into my mobile banking,unknown,want to complete signing in into my mobile banking,,,,
CRM Tool,07/11/2025 00:00,Service Email,Mobile,it has not yet been resolved,unknown,it has not yet been resolved,,,,
CRM Tool,24/11/2025 00:00,Service Email,Mobile,nbspname long in problemnbsp,unknown,long in problem,,,,
CRM Tool,01/11/2025 00:00,Service Web,Motor Vehicle,one month certificate,unknown,one month certificate,,,,
CRM Tool,10/11/2025 00:00,Service Email,Mobile,nbspnameive a problem signing in to my mobile app despite receiving login password todayplease help,unknown,a problem signing in to my mobile app despite receiving login password todayplease help,,,,
Google Store,15/01/2026 00:00,google store reviews,ios mobile banking app,i hate this app i try too many times otp failed to verify,unknown,i hate this app i try too many times otp failed to verify,,,,
CRM Tool,25/11/2025 00:00,Service Email,Mobile,nbspname me to sign in into an mobilenbsp appnbsp,unknown,me to sign in into an mobile app,,,,
CRM Tool,05/11/2025 00:00,Service Email,Mobile,nbspname i have forgot how i verified my accountnbsp and i need to withdraw my moneynbsp,english,i have forgot how i verified my account and i need to withdraw my money,,,,
CRM Tool,18/11/2025 00:00,Mobile App,MPESA Transactions,namenbsp accountnumber id idnumber phone,unknown,name accountnumber id idnumber phone,,,,
CRM Tool,07/11/2025 00:00,Service Web,Card Authorization and Risk,clear pin tries for a bcdc acc accountnumber xxxx xxxx,unknown,clear pin tries for a bcdc acc accountnumber xxxx,,,,
CRM Tool,18/11/2025 00:00,Service Web,Card Quality,assist waive charges for below customer details whose card has splitted namedominic kiprotich langat no accountnumber no no fciuae regards,unknown,assist waive charges for below customer details whose card has splitted namedominic kiprotich langat no accountnumber no fciuae regards,,,,
CRM Tool,04/12/2025 00:00,Service Email,MPESA Transactions,what happens now,unknown,what happens now,,,,
CRM Tool,05/11/2025 00:00,Service Web,Mobile,assist in lifting cool off in the account attached below,english,assist in lifting cool off in the account attached below,,,,
CRM Tool,20/11/2025 00:00,Service Email,One Month Loan,good evening am reaching out conserning my loan payment will be done by end of this month ill top up my account please dont black list me thabk you from my iphone,english,good evening am reaching out conserning my loan payment will be done by end of this month ill top up my account please dont black list me thabk you from my iphone,,,,
CRM Tool,25/11/2025 00:00,Service Web,MPESA Transactions,support account accountnumber wrong mpesa number phone amount date channel,english,support account accountnumber wrong mpesa number phone amount date channel,,,,
CRM Tool,07/11/2025 00:00,Phone,Biashara/Micro Loans,reassign the ticket to gpc since one of the recovery transaction amount was posted to proxy account accountnumbernbsp have called the customer and informed him that reversal process is underway po phonenbsp email namenbspname namenbsp email but urgently take action namename namepay off loan am am am namenbsp assist engage and advise the below customer regarding the snipped deductions one is reflecting on the loan account named like to have one reversednbsp nbspnamenbspnbspjoshua achoka nabongo acnbspaccountnumber acnbspaccountnumber nonbspnbspaccountnumber,english,reassign the ticket to gpc since one of the recovery transaction amount was posted to proxy account accountnumber have called the customer and informed him that reversal process is underway po phone email name name email but urgently take action namename namepay off loan am name assist engage and advise the below customer regarding the snipped deductions one is reflecting on the loan account named like to have one reversed achoka nabongo ac ac no,,,,
CRM Tool,04/12/2025 00:00,Phone,Personal/Salary Loans,was uplifted and the client called via accountnumber at am and notified regards,english,was uplifted and the client called via accountnumber at am and notified regards,,,,
